图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,FMP-ED-预测置信度,FMP-LD-预测置信度,FMP-MD-预测置信度,FMP-OM-预测置信度,FMP-SD-预测置信度,HFP-ED-预测置信度,HFP-LD-预测置信度,HFP-MD-预测置信度,HFP-OM-预测置信度,HFP-SD-预测置信度,SJP-ED-预测置信度,SJP-LD-预测置信度,SJP-MD-预测置信度,SJP-OM-预测置信度,SJP-SD-预测置信度
../Image/Train_Image\test\SJP-LD\IMG_20230330_122053_1.jpg,11,SJP-LD,11.0,SJP-LD,10.0,SJP-ED,13.0,SJP-OM,14.0,SJP-SD,1.0,0.00014016451,9.995248e-08,6.0364687e-06,8.363046e-07,1.0378601e-06,0.0028232972,3.1739095e-05,1.0464646e-05,9.897485e-07,0.000917266,0.06667946,0.8674641,0.003620973,0.046602856,0.011700696
../Image/Train_Image\test\SJP-LD\IMG_20230330_122056_1.jpg,11,SJP-LD,11.0,SJP-LD,10.0,SJP-ED,13.0,SJP-OM,14.0,SJP-SD,1.0,0.0009076087,0.00017408795,1.5994105e-05,0.000718305,8.690795e-06,0.048526242,0.00011645278,0.022547489,1.5971461e-06,0.008958171,0.073435836,0.71086574,0.0022606554,0.06691957,0.064543575
../Image/Train_Image\test\SJP-LD\IMG_20230330_122057.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,10.0,SJP-ED,1.0,3.58228e-05,3.9935975e-07,2.1637014e-07,3.5527384e-05,8.0761296e-08,0.007881727,1.0049717e-05,0.0022576046,2.1076615e-07,0.000125419,0.016608369,0.8421616,0.00074953487,0.0977955,0.03233793
../Image/Train_Image\test\SJP-LD\IMG_20230330_122101_1.jpg,11,SJP-LD,11.0,SJP-LD,10.0,SJP-ED,13.0,SJP-OM,12.0,SJP-MD,1.0,2.252429e-06,1.9181446e-07,2.6213527e-07,1.4734125e-08,1.8299042e-08,3.1418595e-06,1.3247252e-05,2.7765483e-07,7.936062e-06,3.0378155e-06,0.015011512,0.97416365,0.0030289232,0.0058078505,0.0019576557
../Image/Train_Image\test\SJP-LD\IMG_20230330_122105.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,10.0,SJP-ED,14.0,SJP-SD,1.0,4.3536347e-06,2.3134629e-07,4.3096458e-07,6.108512e-07,1.1354313e-07,3.2602446e-05,2.1161108e-05,1.242591e-05,1.4748228e-05,0.00042349752,0.017677603,0.88948125,0.0020319042,0.073102176,0.017196892
../Image/Train_Image\test\SJP-LD\IMG_20230330_122105_1.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,10.0,SJP-ED,14.0,SJP-SD,1.0,1.6660476e-06,8.676251e-09,6.516759e-08,7.9784375e-09,7.278013e-09,2.6633322e-06,7.042968e-07,7.080115e-07,1.9744639e-06,5.7000484e-06,0.0010565557,0.9905985,5.4867174e-05,0.0076177274,0.00065881026
../Image/Train_Image\test\SJP-LD\IMG_20230330_122109_1.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,10.0,SJP-ED,14.0,SJP-SD,1.0,0.0001501739,6.519236e-07,1.2552418e-06,6.712686e-06,4.509098e-07,0.0008277003,9.927838e-05,0.0016226647,1.302685e-05,0.00064519886,0.02223549,0.85534537,0.012215848,0.09440112,0.012435051
../Image/Train_Image\test\SJP-LD\IMG_20230330_122110.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,10.0,SJP-ED,1.0,1.8433255e-06,3.328089e-08,2.6119196e-07,1.2414056e-07,1.0300333e-07,1.9080622e-05,3.2724859e-06,1.585414e-05,6.9497116e-07,1.2237934e-05,0.0045787254,0.93444175,0.0011657646,0.05140198,0.008358319
../Image/Train_Image\test\SJP-LD\IMG_20230330_122113_1.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,12.0,SJP-MD,1.0,1.2642169e-05,6.479556e-07,5.2444324e-07,1.7934444e-06,1.8114511e-07,0.0021871203,1.24785565e-05,4.5010656e-05,1.1496936e-05,0.0004315856,0.0034660543,0.8851286,0.004247189,0.0936925,0.010762181
../Image/Train_Image\test\SJP-LD\IMG_20230330_122114.jpg,11,SJP-LD,11.0,SJP-LD,10.0,SJP-ED,13.0,SJP-OM,14.0,SJP-SD,1.0,1.3145987e-07,1.00920836e-07,4.349062e-08,1.8754346e-08,8.5649425e-08,0.00018460014,1.6009776e-06,1.7793009e-06,1.8560049e-06,0.00083539874,0.009027384,0.97861713,0.0030502207,0.0051166667,0.0031629894
../Image/Train_Image\test\SJP-LD\IMG_20230330_122117_3.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,5.0,HFP-ED,14.0,SJP-SD,1.0,2.9089571e-05,1.8797799e-07,7.8542236e-08,5.863994e-07,4.2932818e-08,0.003477295,8.400933e-06,3.0294339e-06,3.4825945e-07,4.140455e-05,0.00035768002,0.8269503,0.00024486962,0.16709338,0.0017932336
../Image/Train_Image\test\SJP-LD\IMG_20230330_122118.jpg,11,SJP-LD,13.0,SJP-OM,11.0,SJP-LD,14.0,SJP-SD,10.0,SJP-ED,1.0,5.9634527e-05,2.7200952e-07,1.5290485e-07,5.5031813e-07,4.6454358e-07,0.0026589439,4.6227065e-05,1.0397326e-05,1.741447e-05,8.699508e-05,0.015291852,0.23819454,0.00054107944,0.72738016,0.015711283
../Image/Train_Image\test\SJP-LD\IMG_20230330_122159_2.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,10.0,SJP-ED,1.0,2.4610177e-05,5.0663893e-05,1.1710698e-06,7.978546e-06,2.156281e-07,0.0033348638,3.8950834e-06,5.430178e-05,1.5812542e-06,6.637527e-05,0.006319009,0.89120984,0.0015661011,0.070726156,0.026633266
../Image/Train_Image\test\SJP-LD\IMG_20230330_122159_3.jpg,11,SJP-LD,13.0,SJP-OM,11.0,SJP-LD,14.0,SJP-SD,10.0,SJP-ED,1.0,0.00021692135,0.00054042286,5.0077224e-06,3.6356694e-05,7.0412334e-06,0.00044793187,0.001531596,0.00065841404,6.7600384e-05,0.0017105362,0.01783187,0.26091844,0.017719664,0.6487187,0.0495895
../Image/Train_Image\test\SJP-LD\IMG_20230330_122209.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,10.0,SJP-ED,1.0,1.8644324e-06,3.4681133e-08,1.420978e-06,2.645509e-06,1.18605215e-07,8.406894e-05,8.392759e-06,3.809288e-05,0.0001717771,4.08011e-05,0.00953921,0.9582068,0.0032325247,0.016131386,0.012540938
../Image/Train_Image\test\SJP-LD\IMG_20230330_122209_1.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,12.0,SJP-MD,1.0,2.4134706e-06,9.8128496e-08,1.1230446e-06,2.1632518e-06,1.5229284e-07,4.0318257e-05,0.00018823735,1.9708254e-05,0.0007268143,0.00011423337,0.0008185232,0.96809286,0.0009889379,0.027975637,0.0010287113
../Image/Train_Image\test\SJP-LD\IMG_20230330_122212.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,10.0,SJP-ED,1.0,7.92273e-07,8.518452e-08,4.287699e-06,1.5137907e-07,1.532228e-07,0.00011762187,7.0778356e-06,3.661299e-06,0.00019593224,4.798393e-06,0.00096813997,0.93023765,0.0007159738,0.037208874,0.030534845
../Image/Train_Image\test\SJP-LD\IMG_20230330_122216.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,10.0,SJP-ED,1.0,6.517715e-07,8.9226845e-08,2.2516318e-08,9.258594e-07,2.6955174e-09,0.00018721666,8.820086e-06,6.190963e-06,2.6584007e-07,7.4901624e-07,0.00092786114,0.9632679,0.00013765185,0.034124807,0.0013368492
../Image/Train_Image\test\SJP-LD\IMG_20230330_122216_1.jpg,11,SJP-LD,11.0,SJP-LD,14.0,SJP-SD,13.0,SJP-OM,12.0,SJP-MD,1.0,5.2756554e-06,4.7667095e-07,1.2841532e-05,9.865588e-06,4.778569e-08,0.00026942254,7.5444696e-06,0.00012902993,1.1966764e-06,1.6873462e-06,0.00044784351,0.9844824,0.0012794232,0.0053737788,0.007979221
../Image/Train_Image\test\SJP-LD\IMG_20230330_122219_1.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,12.0,SJP-MD,1.0,6.4881747e-06,4.816503e-07,1.4977272e-07,2.7990196e-05,7.881557e-09,7.2643496e-05,8.193828e-05,8.197337e-05,2.844078e-06,1.3522775e-05,0.0013455395,0.97837585,0.0038959878,0.0111039085,0.0049907295
../Image/Train_Image\test\SJP-LD\IMG_20230330_122319_2.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,10.0,SJP-ED,1.0,3.3084085e-05,2.2926488e-07,2.2088514e-05,0.00014619925,1.0571746e-09,8.815324e-05,1.956974e-08,4.3357886e-07,1.3508543e-05,2.0890979e-05,0.0008825284,0.82137936,0.00022533056,0.16092725,0.016260909
../Image/Train_Image\test\SJP-LD\IMG_20230330_122324_1.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,10.0,SJP-ED,14.0,SJP-SD,1.0,2.2796015e-05,1.9310764e-07,5.752409e-07,4.970745e-06,2.7762624e-06,8.934083e-06,6.680136e-06,5.3479575e-06,3.1057e-05,6.560612e-05,0.009374862,0.9316386,0.0009119063,0.05626957,0.0016561111
../Image/Train_Image\test\SJP-LD\IMG_20230330_122325.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,10.0,SJP-ED,1.0,2.8227623e-06,2.0725116e-07,5.7158845e-06,1.9638012e-06,4.858408e-07,1.3341209e-05,1.9153595e-06,2.242415e-06,0.00014635336,2.5627835e-07,0.0028235717,0.76033795,0.00077126623,0.22965182,0.006240046
../Image/Train_Image\test\SJP-LD\IMG_20230330_122329_1.jpg,11,SJP-LD,11.0,SJP-LD,10.0,SJP-ED,13.0,SJP-OM,12.0,SJP-MD,1.0,4.607599e-05,1.3958444e-07,1.089687e-05,1.3436437e-05,3.5300877e-07,0.00027090026,1.2386434e-05,0.00020936523,0.0001323198,3.957898e-05,0.07996301,0.8388634,0.015478084,0.052723438,0.0122365905
../Image/Train_Image\test\SJP-LD\IMG_20230330_122334.jpg,11,SJP-LD,11.0,SJP-LD,12.0,SJP-MD,13.0,SJP-OM,14.0,SJP-SD,1.0,3.9410388e-05,4.0120443e-07,4.0434593e-06,1.516891e-07,1.3423137e-06,2.7485326e-05,1.07377755e-05,4.405936e-05,0.000648917,1.9049496e-05,0.01958816,0.85776436,0.056089614,0.033643924,0.03211829
../Image/Train_Image\test\SJP-LD\IMG_20230330_122339.jpg,11,SJP-LD,11.0,SJP-LD,14.0,SJP-SD,13.0,SJP-OM,10.0,SJP-ED,1.0,3.4724075e-05,3.7433783e-06,6.3315296e-05,1.2950769e-06,2.473046e-07,2.9039418e-06,2.5225248e-07,1.8053948e-05,7.1701957e-06,2.3901359e-05,0.0152039705,0.88121146,0.0048021907,0.04177659,0.056850206
../Image/Train_Image\test\SJP-LD\IMG_20230330_122339_1.jpg,11,SJP-LD,11.0,SJP-LD,10.0,SJP-ED,13.0,SJP-OM,12.0,SJP-MD,1.0,2.8593075e-05,4.864857e-07,6.418149e-06,1.2286915e-06,1.1161504e-07,2.5768457e-05,2.7983748e-05,1.4452617e-05,3.6208654e-05,0.00035258004,0.2042838,0.6915419,0.028580798,0.062826924,0.0122726755
../Image/Train_Image\test\SJP-LD\IMG_20230330_122347_1.jpg,11,SJP-LD,11.0,SJP-LD,13.0,SJP-OM,10.0,SJP-ED,14.0,SJP-SD,1.0,2.1506803e-06,7.752505e-07,7.1104085e-07,4.064423e-07,2.5150464e-07,0.00010951527,9.92899e-06,6.8743975e-06,2.5454128e-06,4.2555606e-05,0.00866334,0.8211246,0.0029634917,0.15856452,0.008508448
../Image/Train_Image\test\SJP-LD\night-sky-star-wood-space-starry-blue-36-3840x2400-4k.jpg,11,SJP-LD,13.0,SJP-OM,10.0,SJP-ED,1.0,FMP-LD,14.0,SJP-SD,0.0,0.0001084249,0.06679562,2.7923936e-06,4.353655e-06,0.00010773555,2.9815267e-06,0.015280825,7.179596e-05,0.00022565904,1.5140192e-06,0.11115659,0.00010694588,0.011868974,0.7756986,0.01856715
../Image/Train_Image\test\SJP-LD\无极.png,11,SJP-LD,10.0,SJP-ED,6.0,HFP-LD,12.0,SJP-MD,13.0,SJP-OM,0.0,0.00032399912,0.0015405823,1.530764e-05,6.109285e-05,0.00077546097,7.7149976e-05,0.09863049,0.0009194641,8.944531e-06,0.00031580622,0.808508,6.7857356e-05,0.052905127,0.02905197,0.006798771
../Image/Train_Image\test\SJP-MD\590874d8b58e0.jpg,12,SJP-MD,13.0,SJP-OM,6.0,HFP-LD,1.0,FMP-LD,14.0,SJP-SD,0.0,8.951101e-05,0.062114175,3.7634769e-07,0.0011162371,3.418773e-05,3.1833875e-05,0.176359,0.003930916,0.00021591263,1.8682597e-06,0.00035224107,1.9289744e-05,0.00013159149,0.7515798,0.0040230276
../Image/Train_Image\test\SJP-MD\590874d8b5b1a.jpg,12,SJP-MD,13.0,SJP-OM,1.0,FMP-LD,14.0,SJP-SD,6.0,HFP-LD,0.0,0.0001654581,0.008367344,9.089063e-09,0.0016352455,1.4261021e-05,1.0868426e-06,0.0048773205,0.0014425591,0.00017816173,3.94838e-08,0.0030860188,6.351822e-06,0.00022434442,0.9748522,0.005149711
../Image/Train_Image\test\SJP-MD\5cde6d97bf24c.jpg,12,SJP-MD,13.0,SJP-OM,6.0,HFP-LD,14.0,SJP-SD,10.0,SJP-ED,0.0,0.0001871387,0.018730948,6.1725393e-07,0.006305674,1.3239562e-05,0.0018404931,0.06787454,0.009163151,0.00013269046,2.9793578e-06,0.031229228,4.8210164e-05,0.0007375508,0.8052937,0.058439948
../Image/Train_Image\test\SJP-MD\5ce7a85823443.jpg,12,SJP-MD,13.0,SJP-OM,10.0,SJP-ED,14.0,SJP-SD,6.0,HFP-LD,0.0,1.1207745e-06,0.00083488435,5.2389214e-07,4.676564e-05,3.911703e-05,1.8752042e-05,0.001856302,0.00018683827,2.277889e-05,3.7040822e-06,0.0574704,1.0621623e-05,0.00040258732,0.92288566,0.016220063
../Image/Train_Image\test\SJP-MD\IMG_20230330_145353.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,11.0,SJP-LD,14.0,SJP-SD,1.0,0.0008308457,1.02549675e-05,0.00025547223,2.117382e-05,0.00025165942,1.2733536e-06,0.00012397718,0.0006874166,0.0028256958,0.00020547152,0.10200841,0.07035662,0.748741,0.007688267,0.06599258
../Image/Train_Image\test\SJP-MD\IMG_20230330_145409.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,14.0,SJP-SD,11.0,SJP-LD,1.0,4.1962567e-06,4.0448223e-09,3.859584e-06,1.0843413e-08,2.2044236e-07,2.4950328e-10,1.3015995e-06,8.6850505e-06,0.00021762733,4.897294e-07,0.012514986,0.0009267505,0.9835302,0.00049132184,0.0023002801
../Image/Train_Image\test\SJP-MD\IMG_20230330_145418.jpg,12,SJP-MD,12.0,SJP-MD,11.0,SJP-LD,14.0,SJP-SD,13.0,SJP-OM,1.0,0.00018512348,1.2700763e-08,0.00026590243,4.125175e-09,7.505681e-07,7.825792e-08,2.4299106e-07,8.3199375e-06,0.000349365,9.631381e-06,0.008837473,0.047344055,0.87857586,0.028961819,0.03546144
../Image/Train_Image\test\SJP-MD\IMG_20230330_145419.jpg,12,SJP-MD,12.0,SJP-MD,11.0,SJP-LD,13.0,SJP-OM,14.0,SJP-SD,1.0,0.00047997152,2.0309894e-06,0.00017475795,3.1790594e-07,6.6834837e-06,1.1815763e-06,1.1555273e-05,3.7151633e-05,0.0051735337,3.4548542e-05,0.05715414,0.18082051,0.6038172,0.08306221,0.06922413
../Image/Train_Image\test\SJP-MD\IMG_20230330_145502.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,14.0,SJP-SD,11.0,SJP-LD,1.0,7.542255e-07,1.7937145e-07,4.860835e-07,5.8119562e-09,3.49364e-07,8.232608e-07,1.5929607e-05,3.87544e-05,8.343373e-07,3.264375e-05,0.038511544,0.002925775,0.9530442,0.0006797533,0.0047479486
../Image/Train_Image\test\SJP-MD\IMG_20230330_145503.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,7.0,HFP-MD,14.0,SJP-SD,1.0,4.934e-07,8.20575e-05,5.09931e-07,7.9978456e-08,2.010661e-06,5.1072966e-05,8.8006724e-05,0.012808184,1.1393461e-07,4.3743225e-05,0.041990712,0.009788476,0.92277694,0.00031424253,0.012053284
../Image/Train_Image\test\SJP-MD\IMG_20230330_145516.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,11.0,SJP-LD,14.0,SJP-SD,1.0,2.8058753e-06,7.87779e-07,1.05906764e-07,2.1207678e-07,4.0504005e-07,2.0703963e-05,3.2798704e-05,0.00094094337,2.688573e-05,7.986951e-05,0.054628555,0.004009666,0.93896645,0.00015867688,0.0011311647
../Image/Train_Image\test\SJP-MD\IMG_20230330_145519.jpg,12,SJP-MD,12.0,SJP-MD,11.0,SJP-LD,10.0,SJP-ED,14.0,SJP-SD,1.0,3.704631e-07,8.325959e-07,7.628884e-07,8.0943416e-08,5.9103263e-07,5.2687034e-07,0.0001748954,2.0766183e-05,2.0278749e-07,4.30785e-05,0.021413088,0.024549201,0.9519851,0.00065630383,0.001154208
../Image/Train_Image\test\SJP-MD\IMG_20230330_145520.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,11.0,SJP-LD,14.0,SJP-SD,1.0,1.7046345e-07,5.1516874e-08,3.2217554e-07,5.3340027e-10,1.2806736e-06,1.348259e-06,0.00012657158,2.4017318e-05,1.2641556e-07,2.1298181e-05,0.037352227,0.0015752105,0.96019906,5.5861907e-05,0.00064242445
../Image/Train_Image\test\SJP-MD\IMG_20230330_145523_1.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,11.0,SJP-LD,14.0,SJP-SD,1.0,4.0417967e-06,1.3048567e-06,1.0881216e-05,1.792482e-07,2.6152904e-06,6.8582193e-07,5.689406e-05,0.00017486191,0.00023869218,2.4195848e-05,0.075732276,0.02856914,0.8914412,0.00062255654,0.0031204438
../Image/Train_Image\test\SJP-MD\IMG_20230330_145524.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,11.0,SJP-LD,14.0,SJP-SD,1.0,2.2148902e-06,3.6579129e-06,1.187606e-06,6.964793e-08,1.3654364e-05,2.7879005e-05,0.00033694998,0.0008321943,3.1725067e-05,8.831323e-05,0.13594235,0.015844973,0.8334079,0.0017386688,0.011728268
../Image/Train_Image\test\SJP-MD\IMG_20230330_145538_1.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,9.0,HFP-SD,7.0,HFP-MD,1.0,2.2785619e-06,4.0822545e-08,3.6454605e-08,2.8707996e-09,7.5978796e-06,7.0085554e-07,5.7564717e-05,0.00089518767,2.4232216e-07,0.0018272975,0.12119454,0.00040157727,0.87467545,0.00011677044,0.0008207789
../Image/Train_Image\test\SJP-MD\IMG_20230330_145541.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,14.0,SJP-SD,11.0,SJP-LD,1.0,1.0676829e-07,1.6906388e-07,5.386373e-07,7.6011514e-10,3.0735837e-06,1.7224684e-07,0.00034714196,0.00082165573,3.517039e-06,0.00018958443,0.022135638,0.0021248362,0.971617,1.9037429e-05,0.002737544
../Image/Train_Image\test\SJP-MD\IMG_20230330_145635_2.jpg,12,SJP-MD,12.0,SJP-MD,11.0,SJP-LD,13.0,SJP-OM,10.0,SJP-ED,1.0,4.6773576e-07,8.191005e-06,1.125715e-06,3.9073404e-07,5.6442814e-06,2.495641e-06,0.00037439493,0.0009252689,4.3007192e-05,3.3270915e-06,0.10822354,0.20083445,0.46997732,0.12681217,0.092788234
../Image/Train_Image\test\SJP-MD\IMG_20230330_145641.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,11.0,SJP-LD,14.0,SJP-SD,1.0,3.1498024e-05,7.3571255e-07,6.3097636e-05,1.8683491e-07,0.00012596196,0.00037872198,0.00018665659,0.007562267,5.9821854e-05,0.015907576,0.18282002,0.022556944,0.7470206,0.0013354128,0.021950603
../Image/Train_Image\test\SJP-MD\IMG_20230330_145641_1.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,13.0,SJP-OM,14.0,SJP-SD,1.0,8.620438e-06,3.920162e-06,2.9040023e-06,3.6656868e-07,1.558932e-05,0.00071496284,0.00040544223,0.0012617034,9.8869124e-05,0.0020985529,0.13618548,0.015040773,0.80509686,0.019932454,0.019133572
../Image/Train_Image\test\SJP-MD\IMG_20230330_145644_1.jpg,12,SJP-MD,12.0,SJP-MD,11.0,SJP-LD,9.0,HFP-SD,10.0,SJP-ED,1.0,6.449806e-07,3.175731e-05,7.691847e-06,6.59388e-07,1.9978215e-06,1.9599229e-05,0.00041817594,0.004498929,9.428576e-05,0.01448123,0.010041618,0.04759216,0.9117267,0.001161344,0.00992327
../Image/Train_Image\test\SJP-MD\IMG_20230330_145645.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,14.0,SJP-SD,11.0,SJP-LD,1.0,6.646254e-07,2.407225e-06,1.4436395e-07,2.7419944e-08,9.2707717e-07,2.9770172e-06,0.00039857908,0.0025829135,5.239405e-07,8.587213e-05,0.024424974,0.004727952,0.960409,0.00023212668,0.0071309726
../Image/Train_Image\test\SJP-MD\IMG_20230330_145651.jpg,12,SJP-MD,12.0,SJP-MD,14.0,SJP-SD,10.0,SJP-ED,7.0,HFP-MD,1.0,3.2813616e-05,2.0982566e-06,5.0316584e-07,1.5324981e-07,2.5965039e-05,3.5257293e-05,0.000631525,0.014645491,3.9525535e-06,5.4368327e-05,0.016298596,0.0014723649,0.948755,0.0001562111,0.01788565
../Image/Train_Image\test\SJP-MD\IMG_20230330_145652.jpg,12,SJP-MD,12.0,SJP-MD,14.0,SJP-SD,7.0,HFP-MD,11.0,SJP-LD,1.0,6.5997956e-05,1.8559971e-05,4.7364742e-06,4.7473636e-06,3.803712e-06,0.0009253508,0.00047484983,0.04627241,1.3262885e-05,0.00028992887,0.007293259,0.02479311,0.8541708,0.0015039938,0.06416531
../Image/Train_Image\test\SJP-MD\IMG_20230330_145654_3.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,11.0,SJP-LD,13.0,SJP-OM,1.0,2.3217342e-07,6.9659265e-08,4.2824738e-08,2.4509936e-09,1.2765362e-08,8.806361e-08,4.8038387e-06,2.1150934e-06,8.8191234e-07,9.50514e-07,0.014050267,0.008463957,0.9730661,0.0038085943,0.0006019293
../Image/Train_Image\test\SJP-MD\IMG_20230330_145654_4.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,13.0,SJP-OM,11.0,SJP-LD,1.0,6.918703e-07,1.0254119e-07,1.5292704e-07,7.969008e-09,5.982555e-08,3.055009e-07,1.4259548e-05,3.3368094e-06,1.0617772e-06,1.2771342e-07,0.009487397,0.0037235525,0.979732,0.004897994,0.00213897
../Image/Train_Image\test\SJP-MD\IMG_20230330_145702_1.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,7.0,HFP-MD,11.0,SJP-LD,1.0,0.00010384116,0.0005977701,5.934511e-06,1.2071078e-05,0.00036836852,0.00089431263,0.0025367064,0.035537418,3.695931e-05,0.001362253,0.053865883,0.0114603415,0.88208824,0.0019763275,0.009153575
../Image/Train_Image\test\SJP-MD\IMG_20230330_145705_1.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,14.0,SJP-SD,7.0,HFP-MD,1.0,0.0002494308,0.00056115695,6.5258973e-06,3.1978072e-06,1.6365599e-05,0.00050292525,0.0028775344,0.025787326,4.190828e-05,0.0013127413,0.046658732,0.0084778685,0.8669697,0.0015064252,0.04502822
../Image/Train_Image\test\SJP-MD\IMG_20230330_145705_2.jpg,12,SJP-MD,12.0,SJP-MD,14.0,SJP-SD,7.0,HFP-MD,11.0,SJP-LD,1.0,3.6883514e-05,5.5021832e-05,2.52986e-06,3.0235813e-06,9.249899e-06,0.0002228129,0.009162181,0.026047006,0.0005223311,0.00080085197,0.0052598473,0.021604149,0.87191004,0.0036061632,0.060757916
../Image/Train_Image\test\SJP-MD\IMG_20230330_145828_1.jpg,12,SJP-MD,12.0,SJP-MD,7.0,HFP-MD,10.0,SJP-ED,6.0,HFP-LD,1.0,4.1134817e-06,4.066706e-06,2.7749283e-07,7.4675256e-07,2.2644604e-06,2.552721e-06,0.008154562,0.022805491,3.0703737e-05,5.255269e-05,0.008696407,0.00032414138,0.95800763,3.652863e-05,0.0018778883
../Image/Train_Image\test\SJP-MD\IMG_20230330_145830.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,7.0,HFP-MD,14.0,SJP-SD,1.0,4.0136492e-06,7.249532e-08,3.5997646e-06,1.0929328e-07,3.9672912e-05,3.680463e-06,0.00031272913,0.0013533452,1.8991952e-07,7.3019046e-06,0.025719061,9.152786e-05,0.97127175,3.5280806e-05,0.0011576652
../Image/Train_Image\test\SJP-MD\IMG_20230330_145833_2.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,7.0,HFP-MD,14.0,SJP-SD,1.0,1.0625914e-06,6.43454e-07,1.5200641e-06,1.9498743e-09,5.37789e-05,4.306815e-07,0.0002708474,0.0019107332,2.2149928e-07,9.8921046e-05,0.017994197,3.530212e-06,0.97872514,1.8391978e-05,0.00092055806
../Image/Train_Image\test\SJP-MD\IMG_20230330_145834.jpg,12,SJP-MD,12.0,SJP-MD,7.0,HFP-MD,14.0,SJP-SD,10.0,SJP-ED,1.0,4.594168e-06,2.4353178e-06,7.385736e-08,4.575849e-07,3.1250217e-06,0.00020561543,0.00071407866,0.09844205,2.2260447e-07,0.0005204492,0.022169586,0.0005353246,0.838671,4.7227004e-05,0.038683873
../Image/Train_Image\test\SJP-MD\IMG_20230330_145843_1.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,14.0,SJP-SD,7.0,HFP-MD,1.0,5.5872362e-05,7.822886e-07,2.1729527e-05,3.3206406e-06,2.6438072e-06,1.9231172e-06,0.00011763092,0.0005896826,1.5753605e-05,0.00020390732,0.08693683,0.00039573692,0.885677,0.0004086529,0.025568651
../Image/Train_Image\test\SJP-MD\IMG_20230330_145847_1.jpg,12,SJP-MD,12.0,SJP-MD,10.0,SJP-ED,14.0,SJP-SD,13.0,SJP-OM,1.0,1.8544017e-06,7.528872e-08,1.2641026e-06,1.1112364e-06,9.132456e-06,7.679975e-07,0.00014357625,0.00029699714,7.584322e-05,3.1216638e-05,0.08449425,0.00018994696,0.9110488,0.0005915228,0.0031135988
../Image/Train_Image\test\SJP-MD\IMG_20230330_145853_1.jpg,12,SJP-MD,12.0,SJP-MD,14.0,SJP-SD,10.0,SJP-ED,7.0,HFP-MD,1.0,7.227098e-06,2.6994327e-05,2.7344086e-07,4.86715e-07,4.920253e-06,2.8224835e-07,0.0004983805,0.003875431,0.00029839802,1.1355859e-06,0.014455094,0.00019084747,0.95221245,0.000497405,0.027930714
