图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,开花成熟-中旱-预测置信度,开花成熟-轻旱-预测置信度,开花成熟-适宜-预测置信度,开花成熟-重旱-预测置信度,抽穗开花-中旱-预测置信度,抽穗开花-轻旱-预测置信度,抽穗开花-适宜-预测置信度,抽穗开花-重旱-预测置信度,起身拔节-中旱-预测置信度,起身拔节-轻旱-预测置信度,起身拔节-适宜-预测置信度,起身拔节-重旱-预测置信度
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122006_1.jpg,9,起身拔节-轻旱,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00055580353,0.00036180762,0.00015518958,0.0003305332,0.00049382425,0.00023065334,8.4045125e-05,0.0008396786,0.0039280644,0.26820216,0.6108807,0.10880078
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122006_2.jpg,9,起身拔节-轻旱,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0013928051,0.001094918,0.00034483074,0.0010591225,0.0010948383,0.0006042628,0.00020327035,0.0015471871,0.02114448,0.29173657,0.49379325,0.17031725
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122009_3.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0022296913,0.0020161984,0.00060491025,0.0019687626,0.0021910018,0.0014318648,0.00070514285,0.0025077222,0.014129213,0.40473223,0.36759502,0.16116448
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122009_4.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0007440802,0.00061175437,0.00022936042,0.0011566819,0.00090801914,0.0006064194,0.0004972492,0.0014200023,0.010425488,0.5773959,0.30988136,0.08416783
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122023.jpg,9,起身拔节-轻旱,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0026908559,0.0014407112,0.0007919092,0.0058797076,0.0034380697,0.0015714974,0.0006374779,0.0045433166,0.042154696,0.17714444,0.6254638,0.10973065
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122023_1.jpg,9,起身拔节-轻旱,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.0006301234,0.0004161647,9.264868e-05,0.0012737426,0.0006663536,0.0005230327,0.0004200672,0.001754452,0.08720355,0.3838642,0.43305787,0.08424339
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122044_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,0.0002386525,0.000187938,2.617891e-05,0.00047430655,0.00024842206,0.0007511371,0.030421145,0.0009968071,0.15069501,0.65548944,0.10217706,0.056455065
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122044_2.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,0.0001188972,9.3499955e-05,9.847307e-06,0.00019623878,9.8960125e-05,0.0002678815,0.013295579,0.00087986456,0.26898706,0.5879191,0.08858932,0.038504276
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122053.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,0.00015333858,0.00016996148,4.4740995e-05,0.00021165282,0.0002971245,0.0002220094,0.00038334972,0.0018407748,0.036999278,0.90735555,0.034349192,0.0145702
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122053_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,5.806066e-05,9.077933e-05,2.0950933e-05,6.930241e-05,0.00012542562,0.00013597294,0.00020025627,0.0007092359,0.0104446225,0.96350676,0.016263884,0.0065998947
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122056_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,6.1290026e-05,0.00012368875,1.7067525e-05,7.265603e-05,0.00025427568,0.00012716155,6.0336417e-05,0.00061731716,0.012788499,0.8924589,0.07315664,0.018728234
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122057.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,6.3909916e-05,0.00022953776,3.9574177e-05,0.00010493643,0.0004848097,0.00025905296,0.00013600843,0.0018809346,0.012258681,0.94558734,0.026403306,0.009064571
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122101_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,8.24872e-05,0.0001171024,1.6987393e-05,6.976026e-05,5.360117e-05,5.9570113e-05,0.00010731818,0.00029740072,0.00792556,0.87576777,0.09835892,0.016420778
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122101_2.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.00026038993,0.00020841607,3.4241926e-05,0.00025950887,0.000130869,0.00017692512,0.0008630519,0.0011901754,0.048601802,0.83976346,0.08511156,0.021581959
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122105.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.00018975123,0.00026461095,3.725134e-05,0.0002434965,0.00013642604,0.00018366623,0.00033659703,0.0010855201,0.040042207,0.7659686,0.17072532,0.019504622
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122105_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.000126392,0.00013711833,3.8515005e-05,0.00021620098,0.0001259319,0.00019787642,0.00040097174,0.0014211548,0.03345588,0.89277893,0.061336655,0.008496193
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122109_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.00063314306,0.0010200251,0.00014810363,0.00083211943,0.00039725387,0.0005262511,0.002029045,0.0020576452,0.06659855,0.6215688,0.25428638,0.03827313
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122110.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.00030334498,0.0003148308,6.2757936e-05,0.00036236065,0.00022232565,0.0003425147,0.0018124575,0.0026899658,0.09401465,0.76554877,0.10518685,0.02528092
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122113_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,0.00013050273,0.00016704977,1.8969475e-05,0.0002508537,0.000100287,0.00029631978,0.0020211532,0.0015355621,0.22236176,0.6507088,0.10545775,0.015463399
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122114.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.00011140934,0.00014613706,1.5544323e-05,0.00022187423,0.00011593116,0.0002982453,0.0030083035,0.0011270149,0.20199907,0.5160837,0.21556515,0.05978625
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122117_3.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,8.452506e-05,8.976536e-05,1.8178334e-05,0.000120523706,8.7655186e-05,0.00013401365,0.00041749986,0.00083557086,0.04010742,0.89613205,0.053539023,0.0075657163
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122118.jpg,9,起身拔节-轻旱,8.0,起身拔节-中旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,7.491861e-05,7.527304e-05,5.1103716e-06,0.000120604716,6.423872e-05,0.00021155972,0.0021423895,0.0009806105,0.66085374,0.23134345,0.0848767,0.018540615
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122155_2.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0024004348,0.0004301808,0.00021740074,0.00095490535,0.0009747547,0.00038603047,0.00014238534,0.0020014902,0.03744497,0.60704577,0.24139406,0.09966126
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122159_2.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,1.0,0.0011772754,0.00047147227,0.00019462631,0.000571692,0.0012537566,0.00055171945,0.00020674817,0.0017503127,0.024231931,0.73638374,0.09617457,0.12510377
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122159_3.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00085103855,0.00048461687,0.00021122952,0.00039003592,0.0008447279,0.00062979176,0.00020325274,0.0013573973,0.009300416,0.83177245,0.085216224,0.057214573
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122209.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,0.00083212304,0.0002467448,9.209282e-05,0.00053602055,0.00067210814,0.000522211,0.00038808634,0.0049931295,0.2475051,0.55082154,0.12632316,0.06025937
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122209_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00020184621,0.00015263769,7.225554e-05,0.0001237794,0.0002400451,0.0001967073,0.00017074913,0.0013319069,0.015789017,0.8597376,0.09511972,0.023326036
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122212.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,0.000507472,0.0003890971,0.0001106813,0.00047994847,0.000813543,0.00074572285,0.0006327398,0.0033366266,0.096917644,0.7925108,0.05872634,0.036449984
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122216.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0018569501,0.00066241185,0.00024848964,0.00046467825,0.00089693454,0.00037903932,0.00014665823,0.0014850784,0.014588149,0.5497834,0.28526807,0.1330215
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122216_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0025211393,0.0007494736,0.00031663635,0.001219058,0.0016532586,0.0006902848,0.0003301885,0.0028644463,0.044112865,0.7386518,0.12824017,0.065168664
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122219_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00079868216,0.00042021833,0.00011818078,0.00053069944,0.0008961089,0.0004457192,0.00019047662,0.0023716202,0.0815028,0.41938326,0.38177198,0.10171711
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122319_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00050378306,0.0005204924,0.000185343,0.00039568185,0.00027794295,0.00032308104,0.0012991943,0.0014441853,0.007967323,0.7731863,0.18242458,0.024417402
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122319_2.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00068718847,0.0006571327,0.0005715843,0.00043300603,0.00046221152,0.00043946726,0.0015029364,0.002138898,0.005973854,0.7480347,0.2071424,0.02273197
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122324_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.000875866,0.0009306791,0.00017889713,0.00061783136,0.00043267742,0.00050361094,0.0011419856,0.0020071766,0.03491112,0.6175148,0.2759046,0.042705927
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122325.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0012649519,0.0010039264,0.0002576238,0.00083318114,0.00060875015,0.0005207368,0.0009863962,0.002121317,0.024752736,0.529873,0.34996045,0.05682962
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122329_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.0012485617,0.0006257495,0.0001798799,0.0009198023,0.0010758692,0.00043576525,0.0011102291,0.004221111,0.11777748,0.65147823,0.13743325,0.062661424
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122334.jpg,9,起身拔节-轻旱,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.00064994744,0.00023139831,5.3166714e-05,0.00034314377,0.00045814662,0.00021781478,0.0005410055,0.0014558522,0.19813992,0.27364308,0.3287029,0.18964441
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122339.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,5.139506e-05,5.6617177e-05,1.0585831e-05,2.9056491e-05,3.515906e-05,1.9412344e-05,0.000105106104,0.00014172481,0.002196013,0.92166007,0.047424197,0.027667277
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122339_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,1.3552204e-05,1.7409857e-05,3.4955694e-06,8.934885e-06,1.4503981e-05,7.552828e-06,3.0227913e-05,6.70475e-05,0.0014396033,0.940688,0.042093147,0.015469476
../Image/Train_Image\test\起身拔节-轻旱\IMG_20230330_122347_1.jpg,9,起身拔节-轻旱,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.00045587678,0.00035991872,6.9761045e-05,0.00037478344,0.00026828123,0.00029546517,0.0005648867,0.0013130202,0.042672675,0.77366394,0.14109333,0.032309014
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_102640.jpg,10,起身拔节-适宜,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.00029853903,0.00036712384,7.870401e-05,0.0006348818,0.00093921565,0.002098032,0.003505139,0.0011641908,0.122014426,0.54669905,0.20883416,0.10719728
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_102749.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0020770032,0.002020472,0.00066445343,0.0026727852,0.0011369231,0.001148226,0.0009054043,0.002243997,0.03720632,0.2848006,0.5826645,0.069162205
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_102808.jpg,10,起身拔节-适宜,11.0,起身拔节-重旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,9.0,起身拔节-轻旱,1.0,0.00016762005,0.00013081705,1.2129059e-05,7.790515e-05,8.837901e-05,0.00018135166,0.0023493683,0.00017684748,0.091216914,0.054435134,0.11564421,0.7345671
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_102810.jpg,10,起身拔节-适宜,11.0,起身拔节-重旱,10.0,起身拔节-适宜,8.0,起身拔节-中旱,9.0,起身拔节-轻旱,1.0,0.00021919583,0.0001688102,1.6813765e-05,0.00017174975,0.00018766942,0.00020252357,0.0052319188,0.00045856356,0.1778146,0.12055743,0.2195846,0.47227654
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_102842_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00035095346,0.0002714667,0.00012286636,0.0005455754,0.00031201437,0.0002739231,0.00021424043,0.00050396804,0.004271345,0.14351383,0.785378,0.05873526
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_102842_2.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00035432362,0.00026455373,0.00013431073,0.0007097568,0.00036350582,0.0003252402,0.00021530384,0.0005996111,0.0047652246,0.15762733,0.78093916,0.048236564
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_103231.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,2.0,开花成熟-适宜,1.0,3.3050088e-05,5.496625e-06,0.00012475472,2.722196e-05,7.982143e-06,3.007258e-06,9.638976e-08,5.7924804e-06,6.0506827e-06,0.0059457943,0.9580651,0.035770565
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_103316.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0007370456,0.00018758856,0.00026200764,0.00017720633,0.000118726566,4.6700006e-05,2.8347877e-05,0.00044669193,0.0022394955,0.10968916,0.84385645,0.040715072
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_103327.jpg,10,起身拔节-适宜,9.0,起身拔节-轻旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,3.2394628e-06,5.0760323e-06,6.277051e-07,3.618555e-06,3.252098e-06,3.497871e-06,4.8961147e-06,1.9506822e-05,0.00045806187,0.6405246,0.34828478,0.01065611
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_103407.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,1.0,8.6087726e-05,0.00011768829,2.0818632e-05,5.2112668e-05,8.391694e-05,8.425221e-05,2.7673952e-05,9.376049e-05,0.008149574,0.0879612,0.55174184,0.3505108
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_103418_4.jpg,10,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,1.0,4.7155718e-05,4.0650728e-05,8.303641e-06,8.3546816e-05,7.388163e-05,0.00053271203,0.0018697828,0.00014959667,0.30271125,0.009137104,0.11601075,0.5685712
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_103429.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,11.0,起身拔节-重旱,8.0,起身拔节-中旱,9.0,起身拔节-轻旱,1.0,8.8034634e-05,0.0002930026,3.3438402e-05,0.00040173068,6.92628e-05,0.000363141,2.8109236e-05,2.035833e-05,0.034408923,0.003801604,0.49182647,0.4684898
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_103640_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,1.0,0.00014384375,0.00018576582,9.9611905e-05,0.00011810528,0.0005514767,0.0002433769,9.4502604e-05,0.00026995884,0.005834643,0.09037304,0.56422395,0.3320915
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_103641.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,1.0,0.00013016153,0.00017522724,5.2950487e-05,0.000109802735,0.00037242819,0.00023660855,0.00016064389,0.00033282518,0.012148899,0.14013949,0.48764932,0.35360372
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_103645_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0005168508,0.0012713958,0.00047973695,0.0021990745,0.0025083364,0.0025891755,0.0032225621,0.0014051566,0.019109417,0.08241848,0.778612,0.07498815
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105628_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00039429718,0.00017941675,5.565344e-05,0.0003900045,0.00017708197,0.00014308677,9.462555e-05,0.00042551884,0.011833103,0.18109387,0.72444975,0.078001864
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105632_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00072915736,0.00045791536,0.0001294721,0.00076682,0.00071815925,0.00042684784,0.00017160595,0.0017060072,0.16407184,0.263443,0.38928187,0.1735798
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105633.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0010870777,0.00072211324,0.00022674096,0.00096422964,0.0007571509,0.00043284116,0.00022349056,0.0014646563,0.019743279,0.18273441,0.66479236,0.114073485
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105656_2.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00024106368,0.00015269076,5.935306e-05,0.00029454895,0.0002823384,0.00018509531,0.00012787804,0.00051156,0.0075269747,0.21147262,0.69613606,0.07893733
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105701_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0020517777,0.002391893,0.00050638383,0.0025343045,0.0011156726,0.000990067,0.0005043689,0.001348818,0.009872983,0.24143745,0.6239558,0.08935857
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105702.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.000982705,0.00071370695,0.0001519798,0.0014554324,0.00044444264,0.00036659176,0.00045646692,0.00081406394,0.010225169,0.19078334,0.7086562,0.07837712
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105712_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,11.0,起身拔节-重旱,1.0,0.0010940798,0.0004582242,0.0001443311,0.002424938,0.00053480925,0.0006151905,0.0021820788,0.0017745792,0.124788925,0.18081015,0.5848703,0.09183119
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105748_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0004074705,0.0005903914,0.00044701892,0.00034349467,0.0012288665,0.00049223617,2.639028e-05,0.0011091768,0.0034854643,0.29301444,0.63944966,0.05624273
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105749.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.0007337429,0.0006921974,0.00046905433,0.0013592382,0.0011934565,0.0006497599,8.0294885e-05,0.0017571398,0.019228201,0.31893736,0.6009647,0.04960281
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105752.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,1.0,0.0001789499,0.00019854508,0.00027439464,0.00012921276,0.00027101042,0.00013592112,1.6390299e-05,0.0004405379,0.003789762,0.06620673,0.8389677,0.087914966
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105753.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00019356515,0.00028544915,0.00018104963,0.00023336572,0.00045559168,0.00021660353,2.0960255e-05,0.0006640221,0.007532154,0.12098309,0.8076773,0.05949881
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105756.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,0.00013538482,8.691045e-05,0.000121181925,8.262368e-05,0.00014611254,7.5895136e-05,8.485155e-06,0.00015361064,0.00060511736,0.08667423,0.8652722,0.045896776
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105756_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,8.974056e-05,4.8761885e-05,6.9047586e-05,5.148533e-05,7.761771e-05,4.1860952e-05,6.0636003e-06,0.00010324033,0.00043332114,0.08626683,0.87251383,0.039833136
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105800.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,9.0,起身拔节-轻旱,11.0,起身拔节-重旱,8.0,起身拔节-中旱,1.0,7.6548546e-05,0.00012514734,9.630556e-05,0.000101705955,0.00016116368,6.4266314e-05,8.288392e-06,0.00012627427,0.00048668333,0.043674033,0.92352533,0.030877192
../Image/Train_Image\test\起身拔节-适宜\IMG_20230330_105800_1.jpg,10,起身拔节-适宜,10.0,起身拔节-适宜,11.0,起身拔节-重旱,9.0,起身拔节-轻旱,8.0,起身拔节-中旱,1.0,0.00027302478,0.0003826053,0.0002068328,0.00015926837,0.00041295454,0.00014482353,1.9793244e-05,0.0004117983,0.0039682672,0.09052667,0.7941119,0.10647009
